Category,Threat,Platform,Severity,Keywords,Description,Mitigation,Code Good,Code Bad,OWASP Ref,Reference URL
Data Storage,Keychain Sharing Across Unauthorized Apps,iOS,High,keychain access group kSecAttrAccessGroup sharing team prefix entitlement bundle seed,Misconfigured Keychain access groups can expose sensitive credentials to other apps from the same development team or fail to share when needed,Explicitly set kSecAttrAccessGroup with team ID prefix; configure keychain-access-groups entitlement; use separate access groups for different sensitivity levels,kSecAttrAccessGroup: 'ABCDE12345.com.mycompany.shared'; kSecAttrAccessible: kSecAttrAccessibleWhenUnlockedThisDeviceOnly,No access group set; defaults may leak to or hide from companion apps,M2 - Insecure Data Storage,https://developer.apple.com/documentation/security/keychain_services/keychain_items/sharing_access_to_keychain_items_among_a_collection_of_apps
Data Storage,Keychain Items Survive Device Migration,iOS,High,keychain data protection class thisDeviceOnly migration backup restore itunes icloud,Keychain items without ThisDeviceOnly suffix are included in encrypted backups and can be restored to a different device; attacker with backup can extract secrets,Use ThisDeviceOnly variants for security-critical items; kSecAttrAccessibleWhenUnlockedThisDeviceOnly; re-provision credentials on new devices via re-authentication,kSecAttrAccessible: kSecAttrAccessibleAfterFirstUnlockThisDeviceOnly; never leaves device,kSecAttrAccessible: kSecAttrAccessibleAfterFirstUnlock; migrates via backup to new device,M2 - Insecure Data Storage,https://developer.apple.com/documentation/security/keychain_services/keychain_items/restricting_keychain_item_accessibility
Platform,iOS App Attest Attestation Flow,iOS,Critical,app attest dcappattestservice attestation key generate attestKey validateAttestation hardware integrity,Without App Attest the backend cannot verify requests come from a genuine unmodified iOS app on real Apple hardware; attackers can forge API requests,Use DCAppAttestService to generate hardware-backed key pair; request attestation with server challenge; validate attestation object server-side against Apple root CA,DCAppAttestService.shared.generateKey { keyId in service.attestKey(keyId clientDataHash: challengeHash) { attestation in sendToServer(keyId attestation) } },No attestation; server trusts any HTTP request with valid auth token; curl can call all APIs,M8 - Code Tampering,https://developer.apple.com/documentation/devicecheck/establishing-your-app-s-integrity
Platform,iOS App Attest Assertion Validation,iOS,High,app attest assertion generateAssertion clientDataHash request signing server validation replay prevention,Even after initial attestation each API request must have an assertion to prove it originates from the attested app instance; without per-request assertions sessions can be hijacked,Generate assertion via DCAppAttestService.generateAssertion with hash of request payload; server validates assertion checks counter to prevent replay,service.generateAssertion(keyId clientDataHash: Data(SHA256.hash(data: requestBody))) { assertion in request.addHeader('X-Apple-Assertion' assertion.base64) },Attestation done once at launch; all subsequent requests sent without assertion; server cannot verify individual requests,M8 - Code Tampering,https://developer.apple.com/documentation/devicecheck/dcappattestservice
Platform,iOS DeviceCheck Token Fraud Prevention,iOS,Medium,devicecheck DCDevice generateToken per-device bits fraud prevention promotional abuse reinstall,Without DeviceCheck users can delete and reinstall app to reset fraud counters redeem promotions multiple times or bypass per-device restrictions,Use DCDevice.current.generateToken; send to server which queries Apple DeviceCheck API to read/set two per-device bits that persist across reinstalls,DCDevice.current.generateToken { token in sendToBackend(deviceToken: token.base64) } // server queries Apple to check/set bits,UserDefaults.standard.set(true forKey: 'hasRedeemedPromo') // reset on reinstall,M1 - Improper Platform Usage,https://developer.apple.com/documentation/devicecheck
Data Storage,iOS NSFileProtectionComplete,iOS,Critical,data protection NSFileProtectionComplete file encryption locked device passcode FileAttributeKey ios,Files without explicit data protection or with weaker classes remain accessible when device is locked; physical attackers can read sensitive files,Apply NSFileProtectionComplete to all sensitive files; ensures encryption with passcode-derived key; inaccessible when locked,try data.write(to: fileURL options: .completeFileProtection); FileManager.setAttributes([.protectionKey: .complete]),try data.write(to: fileURL) // default protection may be insufficient for sensitive data,M2 - Insecure Data Storage,https://developer.apple.com/documentation/foundation/nsfileprotectioncomplete
Data Storage,iOS NSFileProtectionCompleteUnlessOpen,iOS,High,data protection NSFileProtectionCompleteUnlessOpen background download write file handle locked asymmetric,Apps needing to write files while device is locked cannot use NSFileProtectionComplete; using NSFileProtectionNone removes all encryption,Use NSFileProtectionCompleteUnlessOpen for background writes; uses asymmetric crypto; file protected once handle closed and device locked,FileManager.setAttributes([.protectionKey: .completeUnlessOpen] ofItemAtPath: downloadPath) // writable in background encrypted once closed,FileManager.setAttributes([.protectionKey: .none] ofItemAtPath: downloadPath) // no encryption,M2 - Insecure Data Storage,https://developer.apple.com/documentation/foundation/nsfileprotectioncompleteunlessopen
Network,iOS VPN Traffic Leakage,iOS,High,network extension NEVPNManager NETunnelProviderManager vpn ikev2 packet tunnel includeAllNetworks excludeLocalNetworks,VPN apps using Network Extension may leak traffic outside tunnel if not configured to capture all routes; DNS or local traffic bypasses VPN,Set includeAllNetworks=true; excludeLocalNetworks=false; implement NEOnDemandRuleConnect; use enforceRoutes on iOS 16+,proto.includeAllNetworks = true; proto.excludeLocalNetworks = false; proto.enforceRoutes = true,NETunnelProviderProtocol() // includeAllNetworks defaults to false; DNS and local traffic leak outside VPN,M3 - Insecure Communication,https://developer.apple.com/documentation/networkextension/nevpnprotocol
Data Storage,iOS App Groups Shared Container Security,iOS,High,app group shared container UserDefaults suite NSFileCoordinator widget extension data isolation,App Group shared containers are not encrypted by default and accessible to all apps in the group potentially exposing sensitive data to less-secure extensions,Never store sensitive data in shared App Group container; use Keychain with shared access group for secrets; encrypt files in container; apply NSFileProtectionComplete,UserDefaults(suiteName: 'group.com.app').set(displayName forKey: 'widgetTitle') // non-sensitive only; secrets in Keychain,UserDefaults(suiteName: 'group.com.app').set(authToken forKey: 'token') // token accessible to any extension,M2 - Insecure Data Storage,https://developer.apple.com/documentation/bundleresources/entitlements/com_apple_security_application-groups
Data Storage,iOS UIPasteboard Clipboard Security,iOS,High,UIPasteboard clipboard copy paste localOnly expirationDate sensitive password otp ios14 notification universal,Data copied to UIPasteboard.general accessible to all apps; triggers paste notification; persists across apps; may sync via Universal Clipboard,Use UIPasteboard.withUniqueName() for app-internal operations; set localOnly=true; set expirationDate; mark password fields with isSecureTextEntry,UIPasteboard.withUniqueName().setItems([[typeAutomatic: otp]] options: [.localOnly: true .expirationDate: Date().addingTimeInterval(30)]),UIPasteboard.general.string = authToken // accessible to all apps; syncs to Mac; persists indefinitely,M2 - Insecure Data Storage,https://developer.apple.com/documentation/uikit/uipasteboard
Platform,iOS Scene Lifecycle Snapshot Security,iOS,Medium,scene lifecycle sceneDidEnterBackground UIWindowSceneDelegate snapshot app switcher blur overlay sensitive screen,iOS captures snapshot for app switcher when app enters background; sensitive data visible to anyone viewing app switcher,In sceneDidEnterBackground overlay blur on window; remove in sceneWillEnterForeground; for SwiftUI use onChange(of: scenePhase),func sceneDidEnterBackground { let blur = UIVisualEffectView(effect: UIBlurEffect(style: .regular)); window.addSubview(blur) },No background protection; banking screen with account balance visible as snapshot in app switcher,M2 - Insecure Data Storage,https://developer.apple.com/documentation/uikit/uiwindowscenedelegate
Code,iOS Jailbreak Detection Advanced,iOS,High,jailbreak detection cydia sileo checkra1n unc0ver palera1n fork sandbox stat dyld frida substrate,Jailbroken devices bypass iOS sandbox allowing code injection method hooking and Keychain extraction; basic checks easily bypassed by modern jailbreak tools,Multiple detection layers: check jailbreak file paths; attempt writing outside sandbox; check if fork() succeeds; scan loaded dylibs for Substrate/Frida; verify code signing,Check /Applications/Cydia.app /usr/sbin/sshd; test sandbox write; fork() check (blocked on stock iOS); scan dylibs for frida,No jailbreak detection; banking app runs with full functionality on checkra1n jailbroken device,M8 - Code Tampering,https://owasp.org/www-project-mobile-top-10/
Network,iOS ATS Detailed Configuration,iOS,Critical,ATS app transport security NSAllowsArbitraryLoads NSExceptionDomains NSExceptionMinimumTLSVersion TLS PFS forward secrecy,Setting NSAllowsArbitraryLoads globally disables ATS allowing cleartext HTTP and weak TLS; Apple may reject submissions with blanket exceptions,Never set NSAllowsArbitraryLoads globally; use NSExceptionDomains only for specific domains; set NSExceptionMinimumTLSVersion to TLSv1.2+; keep NSExceptionRequiresForwardSecrecy true,NSExceptionDomains: legacy-api.thirdparty.com with NSExceptionMinimumTLSVersion TLSv1.2; specific domain exceptions only,NSAllowsArbitraryLoads: true // disables ATS for ALL connections,M3 - Insecure Communication,https://developer.apple.com/documentation/bundleresources/information-property-list/nsapptransportsecurity
Platform,iOS Universal Links AASA Validation,iOS,High,universal links apple-app-site-association AASA associated domains applinks deep link hijacking verification,Custom URL schemes can be claimed by any app allowing interception; Universal Links use HTTPS and server-side verification but require correct AASA configuration,Use Universal Links instead of custom schemes; host valid AASA at /.well-known/apple-app-site-association; configure Associated Domains entitlement,AASA: applinks with specific appIDs and path patterns; Associated Domains entitlement: applinks:yourdomain.com,Custom URL scheme myapp://callback?token=abc123; any app can register myapp:// and intercept the token,M1 - Improper Platform Usage,https://developer.apple.com/documentation/xcode/supporting-associated-domains
Cryptography,iOS Secure Enclave Key Generation,iOS,Critical,secure enclave SecKey kSecAttrTokenIDSecureEnclave P-256 elliptic curve hardware key generation biometric,Cryptographic keys generated in software can be extracted on jailbroken devices; Secure Enclave generates hardware-backed non-exportable keys,Generate keys with SecKeyCreateRandomKey using kSecAttrTokenIDSecureEnclave; use P-256 curve; bind to biometric with access control flags,SecKeyCreateRandomKey with kSecAttrTokenID: kSecAttrTokenIDSecureEnclave; kSecAttrKeyTypeECSECPrimeRandom 256-bit; biometryCurrentSet access control,SecKeyCreateRandomKey with RSA 2048 software-only key; extractable on jailbroken device,M5 - Insufficient Cryptography,https://developer.apple.com/documentation/security/certificate_key_and_trust_services/keys/protecting_keys_with_the_secure_enclave
Authentication,iOS Secure Enclave Biometric Binding,iOS,High,secure enclave biometric binding biometryCurrentSet biometryAny SecAccessControl Face ID Touch ID key usage,Secure Enclave keys without biometric binding can be used by any code in the app; stolen unlocked device allows key usage without user presence,Use .biometryCurrentSet to invalidate key when biometric enrollment changes; combine with .privateKeyUsage for per-operation biometric requirement,SecAccessControlCreateWithFlags(kSecAttrAccessibleWhenPasscodeSetThisDeviceOnly [.privateKeyUsage .biometryCurrentSet]),SecAccessControlCreateWithFlags(kSecAttrAccessibleWhenUnlocked []) // no biometric; any process can use key,M4 - Insecure Authentication,https://developer.apple.com/documentation/security/secaccesscontrolcreateflags
Platform,iOS BackgroundTasks Security,iOS,Medium,BGTaskScheduler BGAppRefreshTask BGProcessingTask background fetch sensitive data expiration handler,Background tasks execute with reduced security context; NSFileProtectionComplete files inaccessible; tasks may be killed leaving operations incomplete,Never access .complete-protected files in background; use .completeUntilFirstUserAuthentication; implement expiration handlers; encrypt cached data,BGTaskScheduler: task.expirationHandler = { cleanupSensitiveCache() }; syncNonSensitiveData(); task.setTaskCompleted(success: true),Background task reads auth token from .complete-protected file (fails when locked); writes to unencrypted temp file,M2 - Insecure Data Storage,https://developer.apple.com/documentation/backgroundtasks
Code,iOS WKWebView Security Configuration,iOS,High,WKWebView configuration javascript injection allowsFileAccess WKNavigationDelegate url allowlist XSS content security policy,WKWebView with permissive configuration can execute arbitrary JavaScript access local files and navigate to malicious domains,Restrict navigation to allowlist via WKNavigationDelegate; disable JavaScript if not needed; never enable allowsFileAccessFromFileURLs; validate message handler data,config.preferences.javaScriptEnabled = false; webView.navigationDelegate = self // decidePolicyFor with URL allowlist,config.preferences.setValue(true forKey: 'allowFileAccessFromFileURLs'); webView.load(URLRequest(url: URL(string: userInput)!)),M1 - Improper Platform Usage,https://developer.apple.com/documentation/webkit/wkwebviewconfiguration
Privacy,iOS Privacy Manifest Requirement,iOS,Critical,privacy manifest PrivacyInfo.xcprivacy NSPrivacyTracking NSPrivacyTrackingDomains NSPrivacyAccessedAPITypes required reasons API 2024,Apple requires PrivacyInfo.xcprivacy manifest declaring tracking domains and required reasons APIs; missing manifests result in App Store rejection,Create PrivacyInfo.xcprivacy; declare NSPrivacyTracking NSPrivacyTrackingDomains NSPrivacyAccessedAPITypes with reason codes; audit all SDKs,NSPrivacyTracking: false; NSPrivacyAccessedAPITypes with reason codes CA92.1 E174.1 35F9.1 per API category,No PrivacyInfo.xcprivacy; uses UserDefaults file timestamps disk space without declaring; rejected by App Store,M6 - Privacy Violation,https://developer.apple.com/documentation/bundleresources/privacy_manifest_files
Code,iOS Entitlements Security Audit,iOS,High,entitlements audit com.apple.developer keychain-access-groups aps-environment associated-domains capabilities provisioning,Excessive entitlements expand attack surface; debug entitlements shipped in production enable debugging; misconfigured groups expose shared data,Audit entitlements before each release; remove unused capabilities; verify aps-environment is production; automate entitlement diffing in CI,CI: codesign -d --entitlements - MyApp.app | diff expected-entitlements.plist; minimal entitlements only,Debug get-task-allow in release; broad keychain-access-groups; associated-domains with wildcard; no audit,M8 - Security Misconfiguration,https://developer.apple.com/documentation/bundleresources/entitlements
Code,iOS Code Signing Distribution Integrity,iOS,Critical,code signing codesign provisioning profile distribution certificate team identity enterprise sideload,Invalid or missing code signing allows tampered apps via enterprise certificates or sideloading; enterprise certs can distribute modified versions,Use App Store distribution; verify code signing identity at runtime; detect enterprise profiles; implement server-side bundle ID and team ID validation,Validate embedded.mobileprovision teamIdentifier matches expected; detect enterprise/ad-hoc provisioning in production,No runtime code signing validation; app re-signed with different certificate runs normally; modified IPA via enterprise profile,M8 - Code Tampering,https://developer.apple.com/documentation/xcode/distributing-your-app-for-beta-testing-and-releases
Authentication,iOS Keychain Access Control LAContext,iOS,High,keychain access control LAContext SecAccessControl biometryCurrentSet userPresence devicePasscode kSecUseAuthenticationContext,Keychain items without SecAccessControl allow any code to read secrets without user verification,Create SecAccessControl with .biometryCurrentSet; pre-evaluate LAContext and pass via kSecUseAuthenticationContext; handle LAError.biometryLockout,LAContext with localizedReason; SecAccessControl with .biometryCurrentSet; kSecUseAuthenticationContext: context,kSecReturnData: true without access control or biometric; any code reads the token,M4 - Insecure Authentication,https://developer.apple.com/documentation/localauthentication/lacontext
Data Storage,SwiftUI @AppStorage Sensitive Data,iOS,Critical,SwiftUI AppStorage UserDefaults sensitive token password secret plaintext plist observable,SwiftUI @AppStorage persists data to UserDefaults plaintext plist; developers may store tokens API keys or PII for convenience,Never use @AppStorage for sensitive data; use only for preferences; create custom Keychain-backed property wrapper for sensitive SwiftUI bindings,@AppStorage('isDarkMode') var isDarkMode = false // non-sensitive; @KeychainStorage('authToken') var token // custom wrapper,@AppStorage('authToken') var authToken = '' // plaintext UserDefaults; @AppStorage('userSSN') var ssn = '' // PII in plaintext,M2 - Insecure Data Storage,https://developer.apple.com/documentation/swiftui/appstorage
Data Storage,SwiftUI State Restoration Security,iOS,Medium,SwiftUI state SceneStorage environment sensitive data restoration persistence memory scraping privacySensitive,SwiftUI @SceneStorage persists data unencrypted; @State holds sensitive data in memory; state restoration resurfaces sensitive screens,Never use @SceneStorage for sensitive data; clear sensitive @State on background; use .privacySensitive() modifier; disable restoration for sensitive flows,Text(creditCardNumber).privacySensitive(); onChange(of: scenePhase) { if background { viewModel.clearSensitiveState() } },@SceneStorage('lastViewedAccount') var accountId // persisted unencrypted; @State var password = '' held in memory after navigation,M2 - Insecure Data Storage,https://developer.apple.com/documentation/swiftui/scenestorage
Code,iOS WKWebView JavaScript Bridge Security,iOS,High,WKWebView WKScriptMessageHandler WKUserContentController javascript bridge native injection postMessage origin,WKScriptMessageHandler bridges JS to native code; if web content compromised injected JS can call handlers to access Keychain or trigger payments,Validate sender URL origin in message handler; minimize exposed native functionality; implement allowlist of accepted message names; rate-limit calls,func userContentController(didReceive message:) { guard message.frameInfo.request.url?.host == 'trusted.example.com' else { return } },if message.name == 'getToken' { evaluateJavaScript('receiveToken(keychainToken)') } // no origin check; any page gets token,M1 - Improper Platform Usage,https://developer.apple.com/documentation/webkit/wkscriptmessagehandler
Authentication,iOS Keychain Biometric Passcode Fallback,iOS,Medium,keychain LAContext biometry passcode fallback deviceOwnerAuthentication biometryOrPasscode lockout Face ID Touch ID,Using .biometryAny without passcode fallback permanently locks users out if biometric fails; .deviceOwnerAuthentication may be too permissive for high-security ops,Use .deviceOwnerAuthentication for standard ops (passcode fallback); .biometryCurrentSet with explicit app-level fallback for high-security; handle LAError.biometryLockout,High-sec: .biometryCurrentSet; Standard: .deviceOwnerAuthentication with passcode fallback; separate Keychain items by auth level,.biometryAny without fallback; user locked out if Face ID fails; no passcode recovery path,M4 - Insecure Authentication,https://developer.apple.com/documentation/localauthentication/logging_a_user_into_your_app_with_face_id_or_touch_id
Network,iOS SSL Pinning URLSession,iOS,Critical,SSL pinning URLSession URLAuthenticationChallenge SecTrust certificate public key pin iOS MITM trust evaluation,URLSession without certificate pinning trusts any CA-signed certificate; attacker with rogue root cert can intercept all HTTPS traffic,Implement URLSessionDelegate urlSession(didReceive:) for custom trust evaluation; extract public key and compare against pinned hash; fail closed,Extract serverKey from SecTrust; SHA256 hash; compare against pinnedKeyHashes; .cancelAuthenticationChallenge on mismatch,Default URLSession; trusts any valid certificate; Charles Proxy with custom CA intercepts all traffic,M3 - Insecure Communication,https://developer.apple.com/documentation/foundation/urlsessiondelegate
Privacy,iOS Required Reasons API Audit,iOS,High,required reasons API UserDefaults fileModificationDate systemUptime diskSpace NSPrivacyAccessedAPIType audit fingerprinting,Apple designated APIs (UserDefaults file timestamps system boot time disk space) as required reasons APIs; undeclared usage causes App Store rejection,Audit codebase and SDKs for required reasons APIs; declare NSPrivacyAccessedAPIType and reason codes in PrivacyInfo.xcprivacy,PrivacyInfo.xcprivacy: NSPrivacyAccessedAPICategoryDiskSpace reason E174.1; NSPrivacyAccessedAPICategoryUserDefaults reason CA92.1,Uses volumeAvailableCapacityKey and systemUptime without declaring in privacy manifest; app rejected,M6 - Privacy Violation,https://developer.apple.com/documentation/bundleresources/privacy_manifest_files/describing_use_of_required_reason_api
Data Storage,Flutter Secure Storage Misconfiguration,Flutter,Critical,flutter_secure_storage keychain encryptedsharedpreferences ios android configuration aOptions iOptions,flutter_secure_storage with default options may use weaker Keychain accessibility or unencrypted storage on older Android,Configure IOSOptions with kSecAttrAccessibleWhenUnlockedThisDeviceOnly; AndroidOptions with encryptedSharedPreferences=true; set keychain account name,FlutterSecureStorage(aOptions: AndroidOptions(encryptedSharedPreferences: true) iOptions: IOSOptions(accessibility: KeychainAccessibility.when_unlocked_this_device_only)),FlutterSecureStorage() with defaults; kSecAttrAccessibleAfterFirstUnlock on iOS; plain SharedPreferences on old Android,M2 - Insecure Data Storage,https://pub.dev/packages/flutter_secure_storage
Code,Flutter Dart Isolate Security,Flutter,High,dart isolate compute sensitive computation encryption decryption memory isolation parallel processing,Sensitive computations (encryption key derivation) on main isolate risk exposure via debugging and memory inspection,Use Isolate.run() or compute() for sensitive operations; data is copied not shared; isolate memory garbage collected independently,final result = await Isolate.run(() { return encrypt(sensitiveData key); }); // isolated memory,final encrypted = encrypt(sensitiveData key); // main isolate; visible in DevTools; shared memory,M5 - Insufficient Cryptography,https://dart.dev/language/isolates
Platform,Flutter Platform Channel Validation,Flutter,High,platform channel MethodChannel EventChannel validation injection flutter native bridge,Platform channels (MethodChannel EventChannel) bridging Dart to native code without argument validation allow injection attacks from compromised native side,Validate all arguments in native method handlers; type-check inputs; implement allowlist of accepted method names; handle errors gracefully,channel.setMethodCallHandler { call in guard call.method == 'encrypt' else { result(FlutterMethodNotImplemented) }; guard let data = call.arguments as? String data.count < MAX_SIZE else { result(FlutterError()) } },channel.setMethodCallHandler { call in db.rawQuery(call.arguments as! String) } // SQL injection via platform channel,M1 - Improper Platform Usage,https://docs.flutter.dev/platform-integration/platform-channels
Code,Flutter WebView Security,Flutter,High,flutter webview InAppWebView webview_flutter javascript injection xss url allowlist navigation delegate,Flutter WebView with permissive JS settings and no URL restrictions enables XSS and arbitrary navigation to phishing sites,Restrict navigation to allowlist; disable JS if not needed; validate all message handler data; use NavigationDelegate to block untrusted URLs,InAppWebView(initialUrlRequest: trusted; onNavigationRequest: (req) => allowlist.contains(req.url.host) ? NavigationDecision.navigate : NavigationDecision.prevent),WebView(initialUrl: userInput javascriptMode: JavascriptMode.unrestricted) // loads any URL with full JS,M1 - Improper Platform Usage,https://pub.dev/packages/webview_flutter
Deep Link,Flutter Deep Link Validation,Flutter,High,flutter deep link go_router app links universal links url scheme validation parameter injection,Flutter deep link routes directly mapping URL parameters to widget state without validation allow parameter injection and auth bypass,Validate all deep link parameters; use go_router redirect guards; implement auth middleware; use App Links over custom schemes,GoRoute(path: '/invite/:code' redirect: (context state) { if (!isValidCode(state.params['code'])) return '/home'; return null; }),GoRoute(path: '/pay/:amount/:to' builder: (context state) => PaymentScreen(amount: state.params['amount']!)) // no validation,M1 - Improper Platform Usage,https://docs.flutter.dev/ui/navigation/deep-linking
Network,Flutter Dio Certificate Pinning,Flutter,Critical,flutter dio certificate pinning ssl tls mitm SecurityContext https badCertificateCallback network,Flutter HTTP clients (dio http) without certificate pinning trust any valid CA-signed certificate enabling MITM attacks,Configure Dio with SecurityContext and pinned certificates; implement certificate validation in badCertificateCallback; include backup pins,dio.httpClientAdapter = IOHttpClientAdapter(createHttpClient: () { final client = HttpClient(context: securityContext); client.badCertificateCallback = validatePin; return client; }),Dio() without pinning; trusts any CA; MITM with user-installed cert succeeds,M3 - Insecure Communication,https://pub.dev/packages/dio
Authentication,Flutter Local Auth Security,Flutter,High,flutter local_auth biometric authentication fingerprint face id bypass sensitive operation localAuthentication,local_auth only provides UI-level auth gate; attacker can bypass biometric check by hooking isDeviceSupported or authenticate methods,Combine local_auth with Keystore/Keychain-bound keys; use biometricOnly option; verify auth on server-side for critical operations,local_auth.authenticate(localizedReason: 'Verify' options: AuthenticationOptions(biometricOnly: true)); then use Keystore-bound token,if (await local_auth.authenticate()) showSecretData(); // client-side only; hookable; no crypto binding,M4 - Insecure Authentication,https://pub.dev/packages/local_auth
Code,Flutter Environment Configuration Security,Flutter,High,flutter environment config --dart-define envied .env api key secret build time variable embedded,Flutter --dart-define and envied inject values at compile time; all values embedded in binary and extractable; developers store API secrets this way,Use --dart-define only for non-sensitive config; use envied with obfuscate flag; proxy sensitive API calls through backend; gitignore .env files,--dart-define=ENV=production; envied @EnviedField(obfuscate: true) for API keys; sensitive keys on backend only,--dart-define=STRIPE_KEY=sk_live_abc123 embedded in Dart code; extractable from compiled binary,M2 - Insecure Data Storage,https://pub.dev/packages/envied
Platform,Flutter Screenshot Prevention,Flutter,Medium,flutter screenshot prevention FLAG_SECURE flutter_windowmanager screen capture recording sensitive banking,Flutter has no built-in cross-platform screenshot prevention; sensitive screens capturable via screenshots or screen recording,Use flutter_windowmanager to set FLAG_SECURE on Android; implement native iOS blur overlay; control per-screen; detect screen recording,FlutterWindowManager.addFlags(FlutterWindowManager.FLAG_SECURE); // iOS: blur overlay in applicationWillResignActive,No screenshot protection; banking screen with account balance visible in task switcher and screen recordings,M2 - Insecure Data Storage,https://pub.dev/packages/flutter_windowmanager
Code,Flutter Secure State Management,Flutter,Medium,flutter state management riverpod bloc sensitive data provider dispose clear memory token password,Sensitive data (tokens passwords) held in Riverpod providers or BLoC states persists in memory and may be observable via DevTools,Clear sensitive state on logout and dispose; use autoDispose providers; avoid storing raw credentials in state; encrypt in-memory values,final authProvider = StateNotifierProvider.autoDispose<AuthNotifier AuthState>((ref) => AuthNotifier()); // autoDispose clears on no listeners,final tokenProvider = StateProvider<String>((ref) => ''); // token persists in memory; visible in DevTools; never cleared,M2 - Insecure Data Storage,https://riverpod.dev/
Code,Flutter Root Jailbreak Detection,Flutter,High,flutter jailbreak root detection freeRASP flutter_jailbreak_detection talsec rooted compromised device,Flutter apps on rooted/jailbroken devices face runtime manipulation via Frida; memory inspection; and method hooking via platform channels,Use freeRASP or flutter_jailbreak_detection; implement multiple detection signals; degrade functionality on compromised devices for financial apps,Talsec.start(TalsecConfig(isProd: true androidConfig: AndroidConfig(packageName: 'com.app'))); // freeRASP multi-signal detection,No device integrity checks; banking app fully functional on rooted device with Frida attached,M8 - Code Tampering,https://pub.dev/packages/freerasp
Supply Chain,Flutter Code Push OTA Security,Flutter,High,flutter code push ota update shorebird signing integrity verification bundle dart hot patch,Flutter OTA update services (Shorebird) push Dart code changes without app store review; unsigned updates allow malicious code injection,Enable code signing for OTA updates; verify bundle signatures before applying; implement rollback on failure; restrict to non-security-critical changes,Shorebird with code signing enabled; verify patch integrity before applying; rollback on verification failure,OTA update without code signing; accepts any bundle from server; no integrity verification,M8 - Code Tampering,https://shorebird.dev/
Code,Flutter FFI Memory Safety,Flutter,High,flutter ffi dart:ffi native memory safety pointer use-after-free buffer overflow arena allocator,dart:ffi provides direct memory access; incorrect pointer management causes use-after-free buffer overflows and memory leaks,Use Arena allocator for automatic cleanup; validate pointer bounds; use Finalizer for native resource cleanup; avoid manual malloc/free,using((Arena arena) { final ptr = arena.allocate<Uint8>(size); processNative(ptr size); }); // Arena auto-frees,final ptr = malloc<Uint8>(size); processNative(ptr); // forgot to free; or free(ptr); ptr.ref = 0; // use-after-free,M7 - Client Code Quality,https://dart.dev/interop/c-interop
Testing,Flutter Widget Test Security Validation,Flutter,Medium,flutter widget test security validation input sensitive screen golden test integration testing,Security-critical widgets not tested for edge cases; no validation that sensitive fields use obscureText; no tests for input sanitization,Write widget tests verifying obscureText on password fields; test input validation; golden tests for security UI; integration tests for auth flows,testWidgets('password obscured' (tester) async { await tester.pumpWidget(LoginPage()); expect(find.byType(TextField).evaluate().first.widget.obscureText true); }),No widget tests for security properties; password field not verified as obscured; no validation tests,M7 - Client Code Quality,https://docs.flutter.dev/testing
Network,Flutter Secure HTTP Client,Flutter,Medium,flutter dio interceptor logging production sensitive authorization header strip debug response body,Dio interceptors logging full request/response bodies including auth headers persist in production builds exposing credentials,Conditionally add logging interceptors using kDebugMode; strip Authorization headers in any production logging; redact sensitive response data,if (kDebugMode) { dio.interceptors.add(LogInterceptor(responseBody: false)); } // debug only; no response body,dio.interceptors.add(LogInterceptor(requestHeader: true responseBody: true)); // logs auth headers and sensitive responses in production,M10 - Extraneous Functionality,https://pub.dev/packages/dio
Data Storage,Flutter Clipboard Security,Flutter,Medium,flutter clipboard copy paste sensitive password otp token Clipboard.setData auto-clear,Clipboard.setData() places sensitive data on system clipboard accessible to all apps; persists indefinitely,Implement auto-clear timer for sensitive clipboard data; use secureTextEntry equivalent for passwords; provide custom copy with timeout,await Clipboard.setData(ClipboardData(text: otp)); Future.delayed(Duration(seconds: 30) () => Clipboard.setData(ClipboardData(text: ''))),await Clipboard.setData(ClipboardData(text: authToken)); // token on clipboard forever; accessible to all apps,M2 - Insecure Data Storage,https://api.flutter.dev/flutter/services/Clipboard-class.html
Platform,Flutter Background State Security,Flutter,Medium,flutter AppLifecycleState background inactive overlay blur sensitive screen task switcher state management,Flutter app in background shows sensitive content in task switcher; AppLifecycleState.inactive/paused captures visible state,Listen to AppLifecycleState; show overlay or blur on inactive/paused; hide on resumed; use WidgetsBindingObserver,void didChangeAppLifecycleState(state) { if (state == AppLifecycleState.inactive) setState(() => showOverlay = true); },No lifecycle handling; banking screen with balance visible in task switcher to anyone with physical access,M2 - Insecure Data Storage,https://api.flutter.dev/flutter/dart-ui/AppLifecycleState.html
Data Storage,React Native Keychain Best Practices,React Native,Critical,react-native-keychain keychain keystore biometric hardware backed setGenericPassword getGenericPassword storage,Using AsyncStorage for credentials instead of react-native-keychain; improper Keychain configuration with weak accessibility,Use react-native-keychain with WHEN_UNLOCKED_THIS_DEVICE_ONLY accessibility; enable biometric protection; prefer hardware-backed storage,Keychain.setGenericPassword(user pass { accessible: WHEN_UNLOCKED_THIS_DEVICE_ONLY storage: FB_PROTECTED_STORAGE }),AsyncStorage.setItem('password' pass) // plaintext SQLite on Android; readable on rooted device,M2 - Insecure Data Storage,https://github.com/oblador/react-native-keychain
