Category,Guideline,Description,Do,Dont,Code Good,Code Bad,Severity,Docs URL
Security,Photo/Video Permission Declaration,Google Play 2026 policy requires apps requesting READ_MEDIA_IMAGES or READ_MEDIA_VIDEO to submit declaration form justifying use. Apps must demonstrate these permissions are core to app functionality or remove them. Alternatives: use photo picker (no permission needed) request specific media types only use scoped storage. Apps without valid justification will be rejected.,Use photo picker API when possible; justify READ_MEDIA permissions with declaration form; request only necessary media types; consider scoped storage,Request broad photo/video permissions without justification; no declaration form; collect all media files unnecessarily,// Recommended: Photo Picker (no permission): val pickMedia = registerForActivityResult(PickVisualMedia()) { uri -> processPhoto(uri) }; pickMedia.launch(PickVisualMediaRequest(ImageOnly)); // If READ_MEDIA needed justify in Play Console declaration: 'Photo editing app requires access to modify user photos'; // Or scoped storage: MediaStore for specific files,Requesting READ_MEDIA_IMAGES/VIDEO without declaration form or valid core functionality justification,High,https://support.google.com/googleplay/android-developer/answer/14115180
Security,Accessibility API Restrictions,Google Play 2026 explicitly prohibits using Accessibility API for autonomous actions that change settings or circumvent privacy controls without user knowledge. Apps using AccessibilityService must have clear disability-related purpose. Misuse leads to immediate removal. Valid uses: screen readers navigation aids switch access. Invalid: automation ad clicking data harvesting bypassing security.,Use Accessibility API only for legitimate disability assistance; clear user disclosure; avoid autonomous actions changing settings,Misuse Accessibility API for automation ad clicking or bypassing security; no disclosure; background autonomous actions,// Valid use: class ScreenReaderService : AccessibilityService() { override fun onAccessibilityEvent(event: AccessibilityEvent) { announceForAccessibility(event.contentDescription) } }; // Manifest disclosure: \u003cservice android:name='.ScreenReaderService' android:permission='android.permission.BIND_ACCESSIBILITY_SERVICE'\u003e\u003cmeta-data android:name='android.accessibilityservice' android:resource='@xml/accessibility_service_config' /\u003e\u003c/service\u003e,Using AccessibilityService to: auto-click ads; harvest data from other apps; change system settings without permission; bypass security prompts,Critical,https://support.google.com/googleplay/android-developer/answer/13820226
Security,In-App Update Security,Google Play in-app updates allow seamless updates without leaving the app. Implement with AppUpdateManager using flexible or immediate modes. Validate update availability with Play Core library. Security: updates are signed and verified by Play Store encrypted in transit user must approve. Handle update failures gracefully. Test with internal testing track. Priority: high priority for critical security patches.,Use AppUpdateManager for in-app updates; handle flexible and immediate modes; prioritize security patches; test thoroughly; handle failures gracefully,No in-app update mechanism; force users to manual updates; no update priority for security fixes; untested update flow,"// Add dependency: implementation 'com.google.android.play:app-update:2.1.0'; val appUpdateManager = AppUpdateManagerFactory.create(context); appUpdateManager.appUpdateInfo.addOnSuccessListener { info -> if (info.updateAvailability() == UpdateAvailability.UPDATE_AVAILABLE && info.isUpdateTypeAllowed(AppUpdateType.IMMEDIATE)) { appUpdateManager.startUpdateFlowForResult(info, AppUpdateType.IMMEDIATE, activity, REQUEST_CODE) } }",No update mechanism; users stay on vulnerable versions; manual Play Store navigation required; security patches delayed,High,https://developer.android.com/guide/playcore/in-app-updates
Security,OWASP M1: Improper Credential Usage,OWASP Mobile Top 10 2024 M1 covers insecure credential handling storage and transmission. Never hardcode credentials API keys tokens. Use Android Keystore for sensitive keys EncryptedSharedPreferences for auth tokens. Implement strong authentication (MFA biometrics) token rotation secure password policies. Validate credentials server-side. Clear credentials on logout.,Use Android Keystore for keys; EncryptedSharedPreferences for tokens; implement MFA biometrics; token rotation; never hardcode credentials,Hardcode API keys passwords; store tokens in plain SharedPreferences; weak authentication; no token rotation; credentials in git,"// Generate key in Keystore: val keyGenerator = KeyGenerator.getInstance(KeyProperties.KEY_ALGORITHM_AES, 'AndroidKeyStore'); keyGenerator.init(KeyGenParameterSpec.Builder('auth_key', PURPOSE_ENCRYPT or PURPOSE_DECRYPT).setBlockModes(BLOCK_MODE_GCM).setEncryptionPaddings(ENCRYPTION_PADDING_NONE).build()); // Store token: EncryptedSharedPreferences encrypted token; // MFA: BiometricPrompt for sensitive operations",const val API_KEY = 'sk_live_abc123'; // Hardcoded exposed in APK; SharedPreferences.edit().putString('token' authToken) // Plaintext storage,Critical,https://owasp.org/www-project-mobile-top-10/
Security,OWASP M4: Insufficient Input Validation,OWASP M4 addresses injection attacks from unvalidated input. Validate all user input deep link parameters intent extras API responses with regex whitelisting length checks type validation. Sanitize output to prevent XSS. Use parameterized queries for SQL Room @Query. Validate file uploads. Check data types bounds special characters.,Validate all inputs with regex whitelist length type checks; sanitize outputs; parameterized queries; validate intents deep links API data,Trust all user input; no validation; string concatenation for SQL; accept any file upload; no sanitization,"// Input validation: fun validateEmail(input: String): String? = input.takeIf { it.matches(Regex('^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\\\\.[a-zA-Z]{2,}$')) && it.length \u003c= 254 }; // Deep link validation: val userId = uri.getQueryParameter('id')?.takeIf { it.matches(Regex('^[0-9]{1,10}$')) } ?: return; // SQL: @Query('SELECT * WHERE id = :id') parameterized",val userId = intent.getStringExtra('user_id'); deleteUser(userId) // No validation - injection; db.rawQuery('SELECT * WHERE name = $input') // SQL injection,Critical,https://owasp.org/www-project-mobile-top-10/
Security,OWASP M8: Security Misconfiguration,OWASP M8 covers misconfigurations: android:debuggable=true in production insecure defaults excessive permissions weak encryption cleartext traffic debug code shipped. Review: remove debug features use android:debuggable=false minimize permissions enforce HTTPS disable unused features secure default configurations production-ready builds.,Remove all debug code; android:debuggable=false; minimize permissions; HTTPS only; secure defaults; review before release,Ship with android:debuggable=true; debug features enabled; excessive permissions; HTTP allowed; insecure defaults; no configuration review,// Release build (build.gradle.kts): buildTypes { release { isDebuggable = false; isMinifyEnabled = true; proguardFiles(getDefaultProguardFile('proguard-android-optimize.txt')) } }; // AndroidManifest: \u003capplication android:debuggable='false' android:allowBackup='false'\u003e; // Network: \u003cnetwork-security-config\u003e\u003cbase-config cleartextTrafficPermitted='false'\u003e; // Minimal permissions,\u003capplication android:debuggable='true'\u003e in production; debug logs enabled; \u003cuses-permission android:name='android.permission.READ_CONTACTS' /\u003e unused; cleartextTrafficPermitted='true',High,https://owasp.org/www-project-mobile-top-10/
Security,OWASP M9: Insecure Data Storage,OWASP M9 addresses storing sensitive data insecurely. Encrypt all sensitive data at rest using EncryptedSharedPreferences EncryptedFile Room with SQLCipher. Use Android Keystore for key management. Don't store in: plain SharedPreferences external storage logs temporary files. Implement data retention policies secure deletion. Exclude sensitive data from backups.,Encrypt data at rest with EncryptedSharedPreferences EncryptedFile Room+SQLCipher; use Keystore; exclude from backups; secure deletion,Store sensitive data in plain SharedPreferences; external storage; no encryption; included in backups; no deletion policy,"// Encrypted storage: val masterKey = MasterKey.Builder(context).setKeyScheme(AES256_GCM).build(); val encryptedPrefs = EncryptedSharedPreferences.create(context, 'secure_prefs', masterKey, AES256_SIV, AES256_GCM); encryptedPrefs.edit().putString('token', authToken).apply(); // Backup exclusion: \u003cfull-backup-content\u003e\u003cexclude domain='sharedpref' path='secure_prefs.xml'/\u003e\u003c/full-backup-content\u003e","val prefs = getSharedPreferences('prefs', MODE_PRIVATE); prefs.edit().putString('password', userPassword).apply() // Plaintext readable via ADB backup; File(externalStorageDirectory, 'sensitive.txt').writeText(data) // Public storage",Critical,https://owasp.org/www-project-mobile-top-10/
Security,Third-Party SDK Compliance,Google Play 2026 increases scrutiny on third-party SDKs requiring developers to ensure SDK compliance with policies especially data collection background behavior. Review SDK privacy policies update regularly vet before integration use dependency scanning declare SDK data in Data Safety. Non-compliant SDKs lead to app rejection. Check SDK permissions network access data harvesting.,Vet all SDKs before integration; review privacy policies; dependency scanning; keep updated; declare in Data Safety; remove non-compliant SDKs,Use SDKs without vetting; outdated versions; no privacy review; undeclared in Data Safety; unknown data collection,// SDK vetting checklist: 1. Review privacy policy; 2. Check permissions SDK requests; 3. Scan with: ./gradlew dependencyCheckAnalyze; 4. Monitor SDK behavior with network proxy; 5. Declare in Data Safety; 6. Update regularly; // Use trusted SDKs: dependencies { implementation('androidx.security:security-crypto:1.1.0-alpha06') // Google official }; // Remove suspicious SDKs with excessive permissions or unknown data collection,dependencies { implementation('com.unknown:analytics:1.0.0') } // Unvetted outdated unknown; SDK requests CONTACTS LOCATION undisclosed; Not declared in Data Safety; Never updated,High,https://support.google.com/googleplay/android-developer/answer/9888076
Security,Runtime Permission Best Practices,Android 6+ requires runtime permissions for dangerous permissions (location camera contacts etc). Request permissions contextually with clear rationale using shouldShowRequestPermissionRationale. Handle denials gracefully. Request minimum permissions. Use permission groups. Check permissions before use. Consider alternatives: photo picker (no permission) approximate location. Alert users why permission needed.,Request permissions at runtime with rationale; minimal permissions; handle denials; explain to users; use alternatives when possible,Request all permissions at install; no rationale; don't handle denials; excessive permissions; no explanation,"// Request with rationale: if (ContextCompat.checkSelfPermission(this, ACCESS_FINE_LOCATION) != PERMISSION_GRANTED) { if (shouldShowRequestPermissionRationale(ACCESS_FINE_LOCATION)) { showRationale('Location needed for nearby stores') } else { requestPermissionLauncher.launch(ACCESS_FINE_LOCATION) } }; // Handle denial: registerForActivityResult(RequestPermission()) { granted -> if (!granted) offerAlternative() }","// Bad: Request all upfront: requestPermissions(arrayOf(CAMERA, CONTACTS, LOCATION, READ_SMS, CALL_PHONE), 0) // No explanation; if (checkSelfPermission(CAMERA) != GRANTED) { finish() } // Don't handle denial",High,https://developer.android.com/training/permissions/requesting
XML Views,ConstraintLayout Flat Hierarchy,"Use ConstraintLayout to create flat view hierarchies instead of deeply nested LinearLayouts or RelativeLayouts. Each nesting level adds a measure and layout pass, degrading performance. ConstraintLayout allows complex layouts with a single level of nesting using constraints, chains, barriers, and guidelines.",Use ConstraintLayout with constraints chains barriers guidelines for complex layouts,Nest multiple LinearLayouts or RelativeLayouts more than 2-3 levels deep,"<androidx.constraintlayout.widget.ConstraintLayout xmlns:app='http://schemas.android.com/apk/res-auto' android:layout_width='match_parent' android:layout_height='wrap_content'><ImageView android:id='@+id/avatar' app:layout_constraintStart_toStartOf='parent' app:layout_constraintTop_toTopOf='parent' /><TextView android:id='@+id/title' app:layout_constraintStart_toEndOf='@id/avatar' app:layout_constraintTop_toTopOf='@id/avatar' /><TextView android:id='@+id/subtitle' app:layout_constraintStart_toEndOf='@id/avatar' app:layout_constraintTop_toBottomOf='@id/title' /></androidx.constraintlayout.widget.ConstraintLayout>","<LinearLayout android:orientation='vertical'><LinearLayout android:orientation='horizontal'><LinearLayout android:orientation='vertical'><TextView /><TextView /></LinearLayout></LinearLayout></LinearLayout> // 3 levels deep for simple layout",High,https://developer.android.com/develop/ui/views/layout/constraint-layout
XML Views,View Binding,"Use View Binding to safely access views instead of findViewById or deprecated Kotlin synthetics. View Binding generates a binding class per XML layout with direct references to all views with IDs. It is null-safe, type-safe, and catches missing views at compile time.",Enable viewBinding in build.gradle; use generated binding classes in Activity Fragment Adapter,Use findViewById or Kotlin synthetics (deprecated),// build.gradle.kts: android { buildFeatures { viewBinding = true } }; // Activity: class MainActivity : AppCompatActivity() { private lateinit var binding: ActivityMainBinding; override fun onCreate(savedInstanceState: Bundle?) { super.onCreate(savedInstanceState); binding = ActivityMainBinding.inflate(layoutInflater); setContentView(binding.root); binding.titleText.text = 'Hello' } },val title = findViewById<TextView>(R.id.titleText) // null at runtime if ID wrong; or import kotlinx.android.synthetic.main.activity_main.* // deprecated,High,https://developer.android.com/topic/libraries/view-binding
XML Views,merge Tag for Include Layouts,"Use <merge> as the root element for layouts meant to be included via <include>. When a layout is included, the <merge> tag is removed and its children are added directly to the parent, eliminating an unnecessary extra ViewGroup layer.",Use <merge> as root for included layouts to eliminate redundant ViewGroup,Use a layout container (LinearLayout FrameLayout) as root of included layouts,"<!-- toolbar_layout.xml --> <merge xmlns:android='http://schemas.android.com/apk/res/android'><ImageView android:id='@+id/icon' /><TextView android:id='@+id/title' /></merge>; <!-- main_layout.xml --> <LinearLayout><include layout='@layout/toolbar_layout' /></LinearLayout>","<!-- toolbar_layout.xml --> <LinearLayout><ImageView /><TextView /></LinearLayout> // extra LinearLayout added when included; deeper hierarchy",Medium,https://developer.android.com/develop/ui/views/layout/improving-layouts/reusing-layouts#Merge
XML Views,include Tag for Layout Reuse,"Use <include> to embed reusable layout fragments into multiple parent layouts. This promotes DRY principle and ensures consistent UI across screens. Override layout_width and layout_height on the <include> tag to customize size per usage.",Extract common UI components into separate layout files and reuse via include,Copy-paste the same layout XML across multiple files,"<!-- common_header.xml --> <TextView android:id='@+id/header' android:layout_width='match_parent' android:layout_height='wrap_content' android:textAppearance='?attr/textAppearanceHeadline6' />; <!-- screen_a.xml --> <LinearLayout><include layout='@layout/common_header' /><RecyclerView /></LinearLayout>","<!-- Copy-paste header in every layout file --> <LinearLayout><TextView android:id='@+id/header' android:layout_width='match_parent' android:layout_height='wrap_content' /><RecyclerView /></LinearLayout> // duplicated in 10 screens; change requires 10 edits",Medium,https://developer.android.com/develop/ui/views/layout/improving-layouts/reusing-layouts
XML Views,RecyclerView ListAdapter with DiffUtil,"Use ListAdapter with DiffUtil.ItemCallback for efficient RecyclerView updates. DiffUtil computes the minimal set of changes (inserts, removes, moves) on a background thread avoiding full notifyDataSetChanged calls which rebind all items.",ListAdapter with DiffUtil.ItemCallback; submitList() for updates,RecyclerView.Adapter with notifyDataSetChanged or manual notify calls,"class UserAdapter : ListAdapter<User, UserViewHolder>(UserDiffCallback()) { override fun onCreateViewHolder(parent: ViewGroup, viewType: Int) = UserViewHolder(ItemUserBinding.inflate(LayoutInflater.from(parent.context), parent, false)); override fun onBindViewHolder(holder: UserViewHolder, position: Int) { holder.bind(getItem(position)) } }; class UserDiffCallback : DiffUtil.ItemCallback<User>() { override fun areItemsTheSame(old: User, new: User) = old.id == new.id; override fun areContentsTheSame(old: User, new: User) = old == new }","class UserAdapter(var items: List<User>) : RecyclerView.Adapter<UserViewHolder>() { fun updateList(new: List<User>) { items = new; notifyDataSetChanged() } } // rebinds all items; flickers; no animations",High,https://developer.android.com/reference/androidx/recyclerview/widget/ListAdapter
XML Views,RecyclerView setHasFixedSize,"Call setHasFixedSize(true) on RecyclerView when the adapter content does not change the RecyclerView size. This skips unnecessary layout recalculations when adapter data changes, improving scrolling performance.",Set setHasFixedSize(true) when RecyclerView size is constant regardless of adapter content,Skip setHasFixedSize causing unnecessary layout passes on data changes,recyclerView.setHasFixedSize(true); recyclerView.layoutManager = LinearLayoutManager(this); recyclerView.adapter = myAdapter,recyclerView.layoutManager = LinearLayoutManager(this); recyclerView.adapter = myAdapter // no setHasFixedSize; unnecessary relayouts,Medium,https://developer.android.com/reference/androidx/recyclerview/widget/RecyclerView#setHasFixedSize(boolean)
XML Views,RecyclerView View Types,"Use getItemViewType() to support multiple view types in RecyclerView. Create different ViewHolder subclasses for each type. Use sealed class/interface for list items to ensure exhaustive handling in when expressions.",Sealed class for item types; getItemViewType returns distinct int per type; typed ViewHolders,Single ViewHolder with visibility toggling for different item layouts,"sealed interface ListItem { data class Header(val title: String) : ListItem; data class Content(val user: User) : ListItem }; class MultiAdapter : ListAdapter<ListItem, RecyclerView.ViewHolder>(DiffCallback()) { override fun getItemViewType(position: Int) = when (getItem(position)) { is ListItem.Header -> TYPE_HEADER; is ListItem.Content -> TYPE_CONTENT }; override fun onCreateViewHolder(parent: ViewGroup, viewType: Int) = when (viewType) { TYPE_HEADER -> HeaderViewHolder(ItemHeaderBinding.inflate(inflater, parent, false)); else -> ContentViewHolder(ItemContentBinding.inflate(inflater, parent, false)) } }","class Adapter : RecyclerView.Adapter<MyViewHolder>() { override fun onBindViewHolder(holder: MyViewHolder, pos: Int) { if (items[pos].isHeader) { holder.contentLayout.visibility = GONE; holder.headerLayout.visibility = VISIBLE } else { holder.contentLayout.visibility = VISIBLE; holder.headerLayout.visibility = GONE } } } // inflates both layouts always; wastes memory",Medium,https://developer.android.com/develop/ui/views/layout/recyclerview-custom#multiple-view-types
XML Views,tools: Namespace for Previews,"Use tools: attributes in XML layouts for design-time preview data without affecting runtime behavior. tools:text, tools:src, tools:listitem, tools:itemCount, tools:visibility provide visual context in Android Studio layout editor.",Use tools:text tools:src tools:listitem for design-time preview data,Hardcode placeholder text in android:text that must be removed before release; or no preview data,"<TextView android:id='@+id/title' android:layout_width='wrap_content' android:layout_height='wrap_content' android:text='@string/title' tools:text='Sample Article Title' />; <RecyclerView android:id='@+id/list' tools:listitem='@layout/item_user' tools:itemCount='5' />","<TextView android:text='Sample Article Title' /> // hardcoded placeholder shipped to production; or <RecyclerView /> // blank in preview; can't visualize list",Low,https://developer.android.com/studio/write/tool-attributes
XML Views,String Resources,"Never hardcode user-facing strings in layouts or code. Extract all strings to res/values/strings.xml for localization support, maintainability, and Play Store translation services. Use string formatting with placeholders for dynamic content.",All user-facing text in strings.xml with descriptive names; use string placeholders for dynamic values,Hardcode strings in XML layout android:text or in Kotlin/Java code,"<TextView android:text='@string/welcome_message' />; <!-- strings.xml --> <string name='welcome_message'>Welcome back %1$s</string>; // Kotlin: getString(R.string.welcome_message, userName)","<TextView android:text='Welcome back' /> // hardcoded; not translatable; // Kotlin: textView.text = 'Welcome back $name' // not localizable",High,https://developer.android.com/guide/topics/resources/string-resource
XML Views,Dimension Resources,"Extract hardcoded dimensions to res/values/dimens.xml for consistent spacing, sizing, and easy adaptation to different screen densities. Define a spacing scale (4dp, 8dp, 16dp, 24dp) and reference throughout layouts.",Define dimensions in dimens.xml with semantic names; use dp for layout sp for text,Hardcode dp/sp values directly in XML layouts,"<!-- dimens.xml --> <dimen name='spacing_small'>8dp</dimen><dimen name='spacing_medium'>16dp</dimen><dimen name='spacing_large'>24dp</dimen><dimen name='text_body'>16sp</dimen>; <!-- layout --> <TextView android:layout_marginStart='@dimen/spacing_medium' android:textSize='@dimen/text_body' />","<TextView android:layout_marginStart='16dp' android:layout_marginEnd='16dp' android:textSize='14sp' /> // magic numbers; inconsistent spacing across screens; hard to update globally",Medium,https://developer.android.com/guide/topics/resources/more-resources#Dimension
XML Views,Style and Theme Inheritance,"Use styles to encapsulate common view attributes and themes for app-wide appearance. Use parent attribute or dot notation (Widget.App.Button) for style inheritance. Define styles in res/values/styles.xml and apply via style attribute or theme overlay.",Define reusable styles with inheritance; apply via style attribute; use theme overlays for scoped theming,Duplicate view attributes across layouts instead of extracting to styles,"<!-- styles.xml --> <style name='Widget.App.Button' parent='Widget.Material3.Button'><item name='android:textAllCaps'>false</item><item name='cornerRadius'>12dp</item></style>; <style name='Widget.App.Button.Outlined' parent='Widget.Material3.Button.OutlinedButton'><item name='android:textAllCaps'>false</item></style>; <!-- layout --> <Button style='@style/Widget.App.Button' android:text='@string/submit' />","<Button android:textAllCaps='false' android:backgroundTint='@color/primary' android:textColor='@color/white' android:paddingStart='24dp' android:paddingEnd='24dp' /> // duplicated on every button; change requires editing 30 files",Medium,https://developer.android.com/develop/ui/views/theming/themes
XML Views,Vector Drawables,"Use VectorDrawable (res/drawable/*.xml) instead of multiple PNG/WebP assets for icons and simple illustrations. Vector drawables scale to any density without quality loss, reduce APK size significantly, and support tinting via android:tint and app:tintMode.",Use vector drawables for icons and simple graphics; enable vectorDrawables.useSupportLibrary for API < 21,Use multiple PNG densities (mdpi hdpi xhdpi xxhdpi xxxhdpi) for icons,"// build.gradle.kts: android { defaultConfig { vectorDrawables.useSupportLibrary = true } }; <!-- ic_search.xml --> <vector xmlns:android='http://schemas.android.com/apk/res/android' android:width='24dp' android:height='24dp' android:viewportWidth='24' android:viewportHeight='24'><path android:fillColor='?attr/colorOnSurface' android:pathData='M15.5,14h-0.79l-0.28,-0.27A6.47,6.47,0,0,0,...' /></vector>; <ImageView android:src='@drawable/ic_search' app:tint='?attr/colorPrimary' />","res/drawable-mdpi/ic_search.png + res/drawable-hdpi/ic_search.png + res/drawable-xhdpi/ic_search.png + res/drawable-xxhdpi/ic_search.png // 4 files instead of 1; larger APK; no tinting",Medium,https://developer.android.com/develop/ui/views/graphics/vector-drawable-resources
XML Views,Night Mode Resources,"Use -night resource qualifier for dark theme support. Place dark theme colors in res/values-night/colors.xml and dark theme drawables in res/drawable-night/. Use DayNight theme as parent. Let the system handle switching automatically based on user preference.",Provide values-night/colors.xml and drawable-night/ variants; use DayNight theme; use ?attr/ color references,Hardcode colors directly in layouts; single color set with no dark mode support,"<!-- values/colors.xml --> <color name='background'>#FFFFFF</color><color name='on_background'>#1C1B1F</color>; <!-- values-night/colors.xml --> <color name='background'>#1C1B1F</color><color name='on_background'>#E6E1E5</color>; <!-- themes.xml --> <style name='Theme.App' parent='Theme.Material3.DayNight'>; <!-- layout --> <TextView android:textColor='@color/on_background' android:background='@color/background' />","<TextView android:textColor='#000000' android:background='#FFFFFF' /> // hardcoded; unreadable in dark mode; no DayNight support",High,https://developer.android.com/develop/ui/views/theming/darktheme
XML Views,Material Components in XML,"Use Material Design 3 components (MaterialButton, MaterialCardView, TextInputLayout, MaterialToolbar) instead of plain AppCompat or framework widgets. Material components provide consistent styling, motion, elevation, state handling, and automatic theme integration.",Use Material3 components: MaterialButton MaterialCardView TextInputLayout MaterialToolbar,Use plain Button EditText Toolbar from framework or AppCompat,"<com.google.android.material.button.MaterialButton android:layout_width='wrap_content' android:layout_height='wrap_content' android:text='@string/submit' app:cornerRadius='12dp' app:icon='@drawable/ic_send' app:iconGravity='end' />; <com.google.android.material.textfield.TextInputLayout android:layout_width='match_parent' android:layout_height='wrap_content' android:hint='@string/email' style='@style/Widget.Material3.TextInputLayout.OutlinedBox'><com.google.android.material.textfield.TextInputEditText android:layout_width='match_parent' android:layout_height='wrap_content' android:inputType='textEmailAddress' /></com.google.android.material.textfield.TextInputLayout>","<Button android:layout_width='wrap_content' android:layout_height='wrap_content' android:text='Submit' /> // plain framework button; no material styling; <EditText android:hint='Email' /> // no floating label; no error styling",Medium,https://developer.android.com/develop/ui/views/theming/look-and-feel
XML Views,Custom View with Custom Attributes,"Define custom attributes in res/values/attrs.xml for custom views. Use TypedArray to read attributes in the view constructor. Recycle TypedArray after use to avoid memory leaks. Provide default values for all custom attributes.",Define attrs.xml with declare-styleable; read via TypedArray in init; recycle TypedArray; provide defaults,Hardcode values in custom view or pass everything via setter methods after construction,"<!-- res/values/attrs.xml --> <declare-styleable name='CircleProgressView'><attr name='progress' format='integer' /><attr name='progressColor' format='color' /><attr name='trackColor' format='color' /><attr name='strokeWidth' format='dimension' /></declare-styleable>; // Kotlin: class CircleProgressView @JvmOverloads constructor(ctx: Context, attrs: AttributeSet? = null) : View(ctx, attrs) { init { val ta = context.obtainStyledAttributes(attrs, R.styleable.CircleProgressView); progress = ta.getInt(R.styleable.CircleProgressView_progress, 0); progressColor = ta.getColor(R.styleable.CircleProgressView_progressColor, Color.BLUE); ta.recycle() } }","class CircleProgressView(ctx: Context) : View(ctx) { var progress = 0; var color = Color.BLUE } // no XML attributes; must configure in code; no preview; no TypedArray recycle",Medium,https://developer.android.com/develop/ui/views/layout/custom-views/create-view
XML Views,Fragment ViewLifecycleOwner,"In Fragments, use viewLifecycleOwner instead of this (the Fragment) for observing LiveData or collecting Flow. The Fragment outlives its view (e.g., on back stack), so using the Fragment as LifecycleOwner causes duplicate observers and stale updates after view recreation.",Use viewLifecycleOwner for view-related observations in onViewCreated; use repeatOnLifecycle(STARTED),Use Fragment (this) as LifecycleOwner for LiveData observe or Flow collect,"override fun onViewCreated(view: View, savedInstanceState: Bundle?) { super.onViewCreated(view, savedInstanceState); viewModel.state.observe(viewLifecycleOwner) { state -> binding.title.text = state.title }; viewLifecycleOwner.lifecycleScope.launch { viewLifecycleOwner.repeatOnLifecycle(Lifecycle.State.STARTED) { viewModel.events.collect { handleEvent(it) } } } }","override fun onViewCreated(view: View, savedInstanceState: Bundle?) { viewModel.state.observe(this) { state -> binding.title.text = state.title } // 'this' = Fragment; duplicate observers after back stack pop; memory leak }",Critical,https://developer.android.com/topic/libraries/architecture/lifecycle#lc-frag
XML Views,Fragment Result API,"Use FragmentResultListener and setFragmentResult for Fragment-to-Fragment communication instead of shared ViewModel or direct Fragment references. Works across the back stack and survives configuration changes.",setFragmentResult / setFragmentResultListener for Fragment communication,Direct Fragment references or shared ViewModel for simple one-shot communication,"// Sender: setFragmentResult('requestKey', bundleOf('data' to selectedItem)); // Receiver: parentFragmentManager.setFragmentResultListener('requestKey', viewLifecycleOwner) { _, bundle -> val result = bundle.getString('data'); binding.selected.text = result }","// Direct reference: (parentFragment as ParentFragment).onItemSelected(item) // tight coupling; ClassCastException risk; // Or shared ViewModel for simple one-shot result passing = overkill",Medium,https://developer.android.com/guide/fragments/communicate#fragment-result
XML Views,MotionLayout for Animations,"Use MotionLayout for complex view animations and transitions declaratively in XML. Define start/end ConstraintSets and transition in a MotionScene file. Supports drag, swipe, click triggers, and keyframe animations without code.",MotionLayout with MotionScene XML for complex coordinated animations,Programmatic ObjectAnimator chains or TransitionManager for complex multi-view animations,"<!-- layout --> <androidx.constraintlayout.motion.widget.MotionLayout app:layoutDescription='@xml/scene_collapse_toolbar'>; <!-- res/xml/scene_collapse_toolbar.xml --> <MotionScene><Transition app:constraintSetStart='@id/expanded' app:constraintSetEnd='@id/collapsed' app:duration='300'><OnSwipe app:dragDirection='dragUp' app:touchAnchorId='@id/content' /></Transition><ConstraintSet android:id='@+id/expanded'><!-- expanded state constraints --></ConstraintSet><ConstraintSet android:id='@+id/collapsed'><!-- collapsed state constraints --></ConstraintSet></MotionScene>","// Programmatic: ObjectAnimator.ofFloat(view1, 'translationY', 0f, -200f).start(); ObjectAnimator.ofFloat(view2, 'alpha', 1f, 0f).start(); // not coordinated; hard to maintain; no swipe support",Medium,https://developer.android.com/develop/ui/views/animations/motionlayout
XML Views,Avoid Overdraw,"Minimize overdraw by removing unnecessary backgrounds, using android:background='@null' on nested containers, and avoiding opaque backgrounds on views that cover each other. Enable GPU overdraw debug in Developer Options to visualize layers.",Remove unnecessary backgrounds; use @null on intermediate containers; check with GPU overdraw debug,Stack opaque backgrounds on nested ViewGroups causing multiple unnecessary draw passes,"<!-- Parent has background; child covers fully --> <FrameLayout android:background='@color/surface'><RecyclerView android:layout_width='match_parent' android:layout_height='match_parent' android:background='@color/surface' /> <!-- same color = overdraw --></FrameLayout>; <!-- Fixed: remove child background --> <FrameLayout android:background='@color/surface'><RecyclerView android:layout_width='match_parent' android:layout_height='match_parent' /></FrameLayout>","<LinearLayout android:background='@color/white'><FrameLayout android:background='@color/white'><CardView android:background='@color/white'><TextView android:background='@color/white' /></CardView></FrameLayout></LinearLayout> // 4x overdraw; GPU rendering wasted on hidden pixels",Medium,https://developer.android.com/topic/performance/rendering/overdraw
XML Views,Accessibility in XML Views,"Set contentDescription on ImageView and ImageButton for screen readers. Use android:importantForAccessibility='no' for decorative elements. Group related views with android:accessibilityTraversalBefore/After. Use android:labelFor on TextViews to associate with EditTexts.",contentDescription on functional images; importantForAccessibility='no' on decorative; labelFor on labels,Missing contentDescription on all images; no importantForAccessibility attributes,"<ImageButton android:src='@drawable/ic_delete' android:contentDescription='@string/delete_item' />; <ImageView android:src='@drawable/bg_pattern' android:importantForAccessibility='no' /> <!-- decorative -->; <TextView android:text='@string/email' android:labelFor='@+id/email_input' /><EditText android:id='@+id/email_input' />","<ImageButton android:src='@drawable/ic_delete' /> // TalkBack says 'unlabelled button'; <ImageView android:src='@drawable/icon' android:contentDescription='icon' /> // useless generic description",High,https://developer.android.com/guide/topics/ui/accessibility/apps
